"ID","Geslacht","Leeftijd","Perioden","TotaalVerkeersdoden_1","Voetganger_2","Fiets_3","BromEnSnorfietsEnBrommobiel_4","GemotInvalidenvrtgInclScootmobiel_5","Motorfiets_6","Personenauto_7","BestelautoVrachtwagen_8","OverigeDeelname_9","OnbekendeDeelname_10"
199,"   3","   9","2015JJ00","     119","      10","      51","       5","      22","       0","      31","       0","       0","       0"
200,"   1","  99","1996JJ00","     894","      67","     150","      80","       2","      86","     449","      25","      22","      13"
201,"   1","  99","1997JJ00","     877","      73","     162","      68","       7","      86","     432","      32","       5","      12"
202,"   1","  99","1998JJ00","     829","      77","     140","      66","       1","      79","     440","      20","       4","       2"
203,"   1","  99","1999JJ00","     873","      90","     159","      75","       3","      76","     427","      37","       3","       3"
204,"   1","  99","2000JJ00","     861","      80","     148","      85","       3","      88","     397","      51","       6","       3"
205,"   1","  99","2001JJ00","     816","      77","     152","      70","       4","      80","     371","      54","       4","       4"
206,"   1","  99","2002JJ00","     790","      61","     132","      75","      12","      94","     372","      40","       4","       0"
207,"   1","  99","2003JJ00","     804","      65","     141","      69","      10","      91","     372","      48","       8","       0"
208,"   1","  99","2004JJ00","     630","      52","     110","      48","      21","      83","     296","      17","       3","       0"
209,"   1","  99","2005JJ00","     594","      53","     105","      54","      14","      75","     260","      24","       6","       3"
210,"   1","  99","2006JJ00","     576","      46","     130","      59","      14","      54","     242","      26","       5","       0"
211,"   1","  99","2007JJ00","     574","      56","     120","      57","       9","      62","     228","      38","       4","       0"
212,"   1","  99","2008JJ00","     552","      31","     113","      47","      16","      64","     236","      38","       5","       2"
213,"   1","  99","2009JJ00","     524","      34","     129","      40","       9","      65","     216","      26","       1","       4"
214,"   1","  99","2010JJ00","     475","      41","     110","      33","      13","      56","     191","      24","       6","       1"
215,"   1","  99","2011JJ00","     477","      46","     141","      35","      17","      52","     159","      21","       5","       1"
216,"   1","  99","2012JJ00","     479","      44","     137","      42","      19","      51","     165","      18","       2","       1"
217,"   1","  99","2013JJ00","     419","      33","     120","      37","      27","      29","     150","      22","       1","       0"
218,"   1","  99","2014JJ00","     411","      34","     123","      37","      21","      53","     124","      14","       3","       2"
219,"   1","  99","2015JJ00","     458","      36","     115","      36","      36","      46","     167","      19","       2","       1"
220,"   1","   1","1996JJ00","      41","       8","      16","       2","       0","       0","      10","       0","       2","       3"
221,"   1","   1","1997JJ00","      35","       8","      20","       1","       0","       0","       4","       1","       1","       0"
222,"   1","   1","1998JJ00","      30","       5","      14","       0","       0","       0","      11","       0","       0","       0"
223,"   1","   1","1999JJ00","      55","      16","      26","       1","       0","       1","      11","       0","       0","       0"
224,"   1","   1","2000JJ00","      37","       9","      17","       2","       0","       0","       6","       3","       0","       0"
225,"   1","   1","2001JJ00","      36","      12","      14","       1","       0","       1","       8","       0","       0","       0"
226,"   1","   1","2002JJ00","      28","      10","      14","       0","       0","       1","       3","       0","       0","       0"
227,"   1","   1","2003JJ00","      40","      14","      10","       2","       0","       0","      11","       2","       1","       0"
228,"   1","   1","2004JJ00","      14","       5","       6","       0","       1","       0","       2","       0","       0","       0"
229,"   1","   1","2005JJ00","      14","       5","       6","       0","       0","       0","       3","       0","       0","       0"
230,"   1","   1","2006JJ00","      17","       4","      10","       0","       0","       0","       3","       0","       0","       0"
231,"   1","   1","2007JJ00","      18","       6","       6","       3","       0","       0","       1","       1","       1","       0"
232,"   1","   1","2008JJ00","      14","       1","       8","       0","       0","       0","       4","       1","       0","       0"
233,"   1","   1","2009JJ00","      13","       4","       9","       0","       0","       0","       0","       0","       0","       0"
234,"   1","   1","2010JJ00","       8","       1","       4","       0","       0","       0","       3","       0","       0","       0"
235,"   1","   1","2011JJ00","      14","       1","       7","       1","       0","       0","       4","       0","       0","       1"
236,"   1","   1","2012JJ00","      17","       5","       7","       0","       0","       0","       4","       1","       0","       0"
237,"   1","   1","2013JJ00","       6","       4","       2","       0","       0","       0","       0","       0","       0","       0"
238,"   1","   1","2014JJ00","      13","       2","       8","       0","       0","       0","       3","       0","       0","       0"
239,"   1","   1","2015JJ00","      14","       3","       7","       2","       0","       0","       2","       0","       0","       0"
240,"   1","   2","1996JJ00","      96","       4","      16","      40","       0","       4","      28","       1","       2","       1"
241,"   1","   2","1997JJ00","      87","       4","      15","      31","       0","       3","      31","       1","       2","       0"
242,"   1","   2","1998JJ00","      95","       6","      11","      40","       0","       1","      34","       2","       1","       0"
243,"   1","   2","1999JJ00","      86","       2","      15","      25","       0","       2","      40","       2","       0","       0"
244,"   1","   2","2000JJ00","     104","       4","      15","      35","       0","       7","      34","       8","       1","       0"
245,"   1","   2","2001JJ00","      82","       6","      12","      22","       0","       2","      39","       1","       0","       0"
246,"   1","   2","2002JJ00","      99","       2","      11","      32","       0","       2","      48","       4","       0","       0"
247,"   1","   2","2003JJ00","      81","       3","       9","      23","       0","       2","      39","       5","       0","       0"
248,"   1","   2","2004JJ00","      63","       2","       9","      16","       0","       2","      33","       0","       1","       0"
249,"   1","   2","2005JJ00","      53","       3","       4","      21","       0","       1","      24","       0","       0","       0"
250,"   1","   2","2006JJ00","      53","       0","      11","      15","       0","       1","      23","       1","       2","       0"
251,"   1","   2","2007JJ00","      58","       3","       8","      21","       0","       2","      21","       2","       1","       0"
252,"   1","   2","2008JJ00","      46","       2","       3","      14","       0","       2","      25","       0","       0","       0"
253,"   1","   2","2009JJ00","      46","       2","       8","       7","       0","       1","      25","       3","       0","       0"
254,"   1","   2","2010JJ00","      37","       0","       7","       8","       0","       2","      17","       2","       1","       0"
255,"   1","   2","2011JJ00","      30","       2","       7","       9","       0","       0","      11","       0","       1","       0"
256,"   1","   2","2012JJ00","      20","       3","       5","       4","       0","       0","       7","       0","       1","       0"
257,"   1","   2","2013JJ00","      31","       0","       5","       5","       0","       2","      18","       1","       0","       0"
258,"   1","   2","2014JJ00","      32","       3","       3","       8","       0","       0","      15","       0","       1","       2"
259,"   1","   2","2015JJ00","      32","       1","       2","       4","       0","       3","      18","       3","       1","       0"
260,"   1","   3","1996JJ00","     242","      12","       5","      10","       0","      30","     166","       5","      13","       1"
261,"   1","   3","1997JJ00","     230","       5","      10","       5","       0","      34","     164","       9","       0","       3"
262,"   1","   3","1998JJ00","     217","      11","       5","       8","       0","      27","     162","       3","       1","       0"
263,"   1","   3","1999JJ00","     211","       7","       8","       8","       1","      30","     145","      10","       1","       1"
264,"   1","   3","2000JJ00","     212","      15","       8","      11","       0","      24","     140","      14","       0","       0"
265,"   1","   3","2001JJ00","     179","       7","      10","      11","       0","      21","     110","      18","       1","       1"
266,"   1","   3","2002JJ00","     191","      11","      10","       9","       0","      26","     121","      13","       1","       0"
267,"   1","   3","2003JJ00","     172","       4","       5","       5","       0","      34","     116","       8","       0","       0"
268,"   1","   3","2004JJ00","     146","       7","       6","       6","       1","      29","      92","       4","       1","       0"
269,"   1","   3","2005JJ00","     112","       5","       6","       6","       0","      12","      77","       5","       1","       0"
270,"   1","   3","2006JJ00","     122","       7","       2","      14","       0","      13","      80","       6","       0","       0"
271,"   1","   3","2007JJ00","     122","       4","       6","       7","       0","      21","      75","       9","       0","       0"
272,"   1","   3","2008JJ00","     106","       3","       4","       6","       0","      17","      69","       7","       0","       0"
273,"   1","   3","2009JJ00","     108","       5","       3","       7","       0","      22","      66","       5","       0","       0"
274,"   1","   3","2010JJ00","      94","       8","       4","       6","       0","      13","      56","       6","       0","       1"
275,"   1","   3","2011JJ00","      84","       7","       5","       3","       0","      19","      47","       2","       1","       0"
276,"   1","   3","2012JJ00","      88","       6","       5","       5","       0","      10","      57","       4","       1","       0"
277,"   1","   3","2013JJ00","      94","       3","       9","       8","       0","      11","      56","       7","       0","       0"
278,"   1","   3","2014JJ00","      64","       5","       2","       4","       0","      17","      32","       4","       0","       0"
279,"   1","   3","2015JJ00","      72","       3","       5","       8","       0","      13","      38","       4","       0","       1"
280,"   1","   4","1996JJ00","     126","       6","       2","       2","       0","      25","      85","       5","       0","       1"
281,"   1","   4","1997JJ00","     138","       5","      11","       6","       0","      30","      74","       9","       0","       3"
282,"   1","   4","1998JJ00","     131","       9","       8","       6","       0","      21","      83","       4","       0","       0"
283,"   1","   4","1999JJ00","     127","       6","       9","       9","       0","      26","      65","       9","       2","       1"
284,"   1","   4","2000JJ00","     127","      10","      12","       3","       0","      22","      67","      13","       0","       0"
285,"   1","   4","2001JJ00","     145","       4","      11","       5","       0","      38","      71","      14","       1","       1"
286,"   1","   4","2002JJ00","     132","       6","      12","      11","       0","      32","      64","       6","       1","       0"
287,"   1","   4","2003JJ00","     134","       5","       9","      12","       0","      27","      71","       8","       2","       0"
288,"   1","   4","2004JJ00","      78","       5","       4","       1","       0","      21","      43","       4","       0","       0"
289,"   1","   4","2005JJ00","      94","       7","       3","       2","       0","      28","      49","       5","       0","       0"
290,"   1","   4","2006JJ00","      71","       3","       8","       5","       0","      15","      38","       2","       0","       0"
291,"   1","   4","2007JJ00","      72","       6","       2","       4","       0","      11","      40","       9","       0","       0"
292,"   1","   4","2008JJ00","      84","       3","       5","       5","       0","      13","      50","       7","       1","       0"
293,"   1","   4","2009JJ00","      71","       3","       5","       2","       0","      19","      35","       6","       0","       1"
294,"   1","   4","2010JJ00","      59","       5","       4","       2","       0","      11","      34","       3","       0","       0"
295,"   1","   4","2011JJ00","      46","       6","       1","       2","       0","       8","      23","       6","       0","       0"
296,"   1","   4","2012JJ00","      56","       7","       4","       4","       1","      13","      23","       4","       0","       0"
297,"   1","   4","2013JJ00","      28","       4","       3","       1","       0","       4","      15","       1","       0","       0"
298,"   1","   4","2014JJ00","      33","       1","       4","       2","       0","       9","      15","       2","       0","       0"
299,"   1","   4","2015JJ00","      46","       4","       4","       4","       0","       7","      25","       2","       0","       0"
300,"   1","   5","1996JJ00","      96","       7","       9","       3","       0","      13","      54","       7","       1","       2"
301,"   1","   5","1997JJ00","      97","       3","      14","       3","       1","      11","      54","       8","       1","       2"
302,"   1","   5","1998JJ00","      92","       9","      10","       1","       0","      20","      44","       8","       0","       0"
303,"   1","   5","1999JJ00","      91","       7","      14","       5","       0","       9","      52","       3","       0","       1"
304,"   1","   5","2000JJ00","      96","       6","      11","       8","       0","      20","      39","       6","       4","       2"
305,"   1","   5","2001JJ00","      90","       8","      13","       4","       0","      11","      44","       9","       0","       1"
306,"   1","   5","2002JJ00","     100","       9","      11","       2","       0","      22","      49","       7","       0","       0"
307,"   1","   5","2003JJ00","     101","       9","      10","       2","       0","      19","      46","      13","       2","       0"
308,"   1","   5","2004JJ00","      81","       7","      11","       5","       1","      18","      34","       5","       0","       0"
309,"   1","   5","2005JJ00","      80","       4","       7","       4","       1","      20","      32","       7","       4","       1"
310,"   1","   5","2006JJ00","      73","       7","      10","       5","       2","      13","      28","       6","       2","       0"
311,"   1","   5","2007JJ00","      66","       4","      13","       2","       2","      17","      22","       6","       0","       0"
312,"   1","   5","2008JJ00","      72","       5","      12","       3","       1","      18","      22","      10","       0","       1"
313,"   1","   5","2009JJ00","      53","       4","       9","       6","       0","       9","      21","       3","       0","       1"
314,"   1","   5","2010JJ00","      61","       6","       7","       3","       0","      14","      25","       5","       1","       0"
315,"   1","   5","2011JJ00","      56","       3","       8","       5","       0","      12","      23","       5","       0","       0"
316,"   1","   5","2012JJ00","      60","       3","      12","       4","       0","      15","      22","       3","       0","       1"
317,"   1","   5","2013JJ00","      46","       3","      10","       5","       0","       4","      19","       5","       0","       0"
318,"   1","   5","2014JJ00","      47","       5","      14","       5","       0","      14","       7","       2","       0","       0"
319,"   1","   5","2015JJ00","      46","       3","       5","       4","       1","      14","      17","       2","       0","       0"
320,"   1","   6","1996JJ00","      79","       6","      11","       5","       0","      12","      38","       4","       3","       0"
321,"   1","   6","1997JJ00","      86","      13","      17","       3","       1","       6","      41","       2","       0","       3"
322,"   1","   6","1998JJ00","      75","      11","      23","       3","       0","       4","      32","       2","       0","       0"
323,"   1","   6","1999JJ00","      82","      11","      19","       6","       0","       6","      32","       8","       0","       0"
324,"   1","   6","2000JJ00","      88","       9","      13","       3","       0","      13","      43","       6","       1","       0"
325,"   1","   6","2001JJ00","      88","       7","      22","       6","       0","       5","      37","       8","       2","       1"
326,"   1","   6","2002JJ00","      54","       2","       9","       4","       1","       7","      23","       8","       0","       0"
327,"   1","   6","2003JJ00","      74","       7","      17","       4","       1","       8","      29","       8","       0","       0"
328,"   1","   6","2004JJ00","      69","       5","      11","       4","       1","      11","      34","       3","       0","       0"
329,"   1","   6","2005JJ00","      73","       9","      15","       4","       1","      11","      26","       6","       1","       0"
330,"   1","   6","2006JJ00","      51","       6","      10","       2","       0","       6","      18","       9","       0","       0"
331,"   1","   6","2007JJ00","      69","      12","      12","       4","       0","      10","      28","       3","       0","       0"
332,"   1","   6","2008JJ00","      73","       6","      14","       5","       2","      12","      24","       9","       1","       0"
333,"   1","   6","2009JJ00","      50","       4","      12","       1","       1","       8","      18","       5","       1","       0"
334,"   1","   6","2010JJ00","      51","       6","      12","       0","       3","      13","      13","       4","       0","       0"
335,"   1","   6","2011JJ00","      51","       5","      12","       4","       1","      11","      14","       2","       2","       0"
336,"   1","   6","2012JJ00","      58","       7","      10","       9","       1","      10","      18","       3","       0","       0"
337,"   1","   6","2013JJ00","      50","       4","      11","       6","       1","       7","      14","       6","       1","       0"
338,"   1","   6","2014JJ00","      45","       4","      10","       5","       0","       8","      14","       3","       1","       0"
339,"   1","   6","2015JJ00","      53","      10","       8","       3","       3","       5","      16","       8","       0","       0"
340,"   1","   7","1996JJ00","      66","       8","      19","       2","       1","       1","      30","       3","       0","       2"
341,"   1","   7","1997JJ00","      58","      10","      15","       6","       1","       1","      22","       2","       1","       0"
342,"   1","   7","1998JJ00","      64","       3","      25","       3","       0","       1","      29","       1","       0","       2"
343,"   1","   7","1999JJ00","      70","      12","      19","       4","       1","       1","      30","       3","       0","       0"
344,"   1","   7","2000JJ00","      63","      10","      22","       7","       0","       1","      23","       0","       0","       0"
345,"   1","   7","2001JJ00","      58","       8","      15","       5","       1","       2","      24","       3","       0","       0"
346,"   1","   7","2002JJ00","      45","       4","      14","       2","       4","       3","      16","       1","       1","       0"
347,"   1","   7","2003JJ00","      71","       9","      25","       5","       0","       1","      26","       3","       2","       0"
348,"   1","   7","2004JJ00","      42","       2","      13","       4","       2","       2","      17","       1","       1","       0"
349,"   1","   7","2005JJ00","      44","       5","      13","       2","       4","       3","      16","       1","       0","       0"
350,"   1","   7","2006JJ00","      59","       5","      24","       6","       0","       5","      18","       1","       0","       0"
351,"   1","   7","2007JJ00","      44","       7","      11","       4","       1","       1","      16","       3","       1","       0"
352,"   1","   7","2008JJ00","      47","       2","      17","       3","       0","       2","      17","       3","       2","       1"
353,"   1","   7","2009JJ00","      52","       3","      25","       2","       1","       5","      12","       3","       0","       1"
354,"   1","   7","2010JJ00","      45","       2","      15","       9","       2","       2","      11","       3","       1","       0"
355,"   1","   7","2011JJ00","      56","       5","      25","       3","       3","       2","      12","       5","       1","       0"
356,"   1","   7","2012JJ00","      52","       4","      25","       5","       3","       1","      11","       3","       0","       0"
357,"   1","   7","2013JJ00","      34","       3","      15","       5","       2","       1","       7","       1","       0","       0"
358,"   1","   7","2014JJ00","      46","       2","      20","       6","       1","       3","      12","       2","       0","       0"
359,"   1","   7","2015JJ00","      51","       4","      18","       4","       3","       4","      18","       0","       0","       0"
360,"   1","   8","1996JJ00","      89","       9","      45","       9","       1","       1","      21","       0","       1","       2"
361,"   1","   8","1997JJ00","      81","      11","      32","       6","       3","       1","      27","       0","       0","       1"
362,"   1","   8","1998JJ00","      82","      12","      26","       3","       1","       3","      35","       0","       2","       0"
363,"   1","   8","1999JJ00","      89","      17","      26","      11","       0","       0","      33","       2","       0","       0"
364,"   1","   8","2000JJ00","      80","       6","      26","      11","       1","       1","      34","       1","       0","       0"
365,"   1","   8","2001JJ00","      79","       9","      31","      12","       0","       0","      27","       0","       0","       0"
366,"   1","   8","2002JJ00","      68","       5","      29","       4","       2","       1","      25","       1","       1","       0"
367,"   1","   8","2003JJ00","      64","       7","      28","       8","       4","       0","      16","       0","       1","       0"
368,"   1","   8","2004JJ00","      68","      10","      26","       8","       5","       0","      19","       0","       0","       0"
369,"   1","   8","2005JJ00","      69","       5","      31","       8","       5","       0","      19","       0","       0","       1"
370,"   1","   8","2006JJ00","      65","       6","      28","       8","       4","       1","      17","       1","       0","       0"
371,"   1","   8","2007JJ00","      62","       9","      29","       4","       1","       0","      15","       3","       1","       0"
372,"   1","   8","2008JJ00","      60","       6","      28","       6","       3","       0","      16","       0","       1","       0"
373,"   1","   8","2009JJ00","      61","       5","      32","       4","       2","       1","      17","       0","       0","       0"
374,"   1","   8","2010JJ00","      53","       5","      25","       2","       0","       1","      16","       1","       3","       0"
375,"   1","   8","2011JJ00","      58","       7","      30","       5","       4","       0","      11","       1","       0","       0"
376,"   1","   8","2012JJ00","      59","       6","      30","       7","       3","       2","      11","       0","       0","       0"
377,"   1","   8","2013JJ00","      63","       5","      37","       3","       8","       0","       9","       1","       0","       0"
378,"   1","   8","2014JJ00","      64","       4","      34","       3","       6","       2","      15","       0","       0","       0"
379,"   1","   8","2015JJ00","      55","       2","      27","       3","       9","       0","      13","       0","       1","       0"
380,"   1","   9","1996JJ00","      59","       7","      27","       7","       0","       0","      17","       0","       0","       1"
381,"   1","   9","1997JJ00","      65","      14","      28","       7","       1","       0","      15","       0","       0","       0"
382,"   1","   9","1998JJ00","      43","      11","      18","       2","       0","       2","      10","       0","       0","       0"
383,"   1","   9","1999JJ00","      62","      12","      23","       6","       1","       1","      19","       0","       0","       0"
384,"   1","   9","2000JJ00","      54","      11","      24","       5","       2","       0","      11","       0","       0","       1"
385,"   1","   9","2001JJ00","      59","      16","      24","       4","       3","       0","      11","       1","       0","       0"
386,"   1","   9","2002JJ00","      73","      12","      22","      11","       5","       0","      23","       0","       0","       0"
387,"   1","   9","2003JJ00","      67","       7","      28","       8","       5","       0","      18","       1","       0","       0"
388,"   1","   9","2004JJ00","      69","       9","      24","       4","      10","       0","      22","       0","       0","       0"
389,"   1","   9","2005JJ00","      55","      10","      20","       7","       3","       0","      14","       0","       0","       1"
390,"   1","   9","2006JJ00","      65","       8","      27","       4","       8","       0","      17","       0","       1","       0"
391,"   1","   9","2007JJ00","      63","       5","      33","       8","       5","       0","      10","       2","       0","       0"
392,"   1","   9","2008JJ00","      50","       3","      22","       5","      10","       0","       9","       1","       0","       0"
393,"   1","   9","2009JJ00","      70","       4","      26","      11","       5","       0","      22","       1","       0","       1"
394,"   1","   9","2010JJ00","      67","       8","      32","       3","       8","       0","      16","       0","       0","       0"
395,"   1","   9","2011JJ00","      82","      10","      46","       3","       9","       0","      14","       0","       0","       0"
396,"   1","   9","2012JJ00","      69","       3","      39","       4","      11","       0","      12","       0","       0","       0"
397,"   1","   9","2013JJ00","      67","       7","      28","       4","      16","       0","      12","       0","       0","       0"
398,"   1","   9","2014JJ00","      67","       8","      28","       4","      14","       0","      11","       1","       1","       0"
